video_url,caption,states_of_matter,source,complexity,majority_sa,majority_pc
phygenbench_videos/solid_solid/022_A_pencil_slowly_presses_into_the_surface_of_a_tightly_stretched_rubber.mp4,"A pencil slowly presses into the surface of a tightly stretched rubber sheet, with the tip gradually penetrating the outer layer.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/023_A_fork_slowly_presses_a_tensed_piece_of_plastic_wrap_with_the_tines_gr.mp4,"A fork slowly presses a tensed piece of plastic wrap, with the tines gradually penetrating the outer layer.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/024_A_pin_slowly_presses_into_the_surface_of_a_water_filled_balloon_with_t.mp4,"A pin slowly presses into the surface of a water-filled balloon, with the tip gradually penetrating the outer layer.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_solid/025_A_pencil_slowly_presses_into_the_surface_of_a_fully_inflated_balloon_w.mp4,"A pencil slowly presses into the surface of a fully inflated balloon, with the tip gradually penetrating the outer layer.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/026_A_vibrant_elastic_rubber_ball_is_thrown_forcefully_towards_the_ground_.mp4,"A vibrant, elastic rubber ball is thrown forcefully towards the ground, capturing its dynamic interaction with the surface upon impact.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/027_A_vibrant_elastic_basketball_is_thrown_forcefully_towards_the_ground_c.mp4,"A vibrant, elastic basketball is thrown forcefully towards the ground, capturing its dynamic interaction with the surface upon impact.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/028_A_vibrant_elastic_tennis_ball_is_thrown_forcefully_towards_the_ground_.mp4,"A vibrant, elastic tennis ball is thrown forcefully towards the ground, capturing its dynamic interaction with the surface upon impact.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/029_A_vibrant_elastic_football_is_thrown_forcefully_towards_the_ground_cap.mp4,"A vibrant, elastic football is thrown forcefully towards the ground, capturing its dynamic interaction with the surface upon impact.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/030_A_vibrant_elastic_beach_ball_is_thrown_forcefully_towards_the_ground_c.mp4,"A vibrant, elastic beach ball is thrown forcefully towards the ground, capturing its dynamic interaction with the surface upon impact.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/031_A_piece_of_white_chalk_is_used_to_write_on_the_rough_dark_surface_of_a.mp4,"A piece of white chalk is used to write on the rough, dark surface of a blackboard,showcasing the interaction between the chalk and the blackboard surface.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/032_A_blue_marker_is_used_to_write_on_the_smooth_white_surface_of_a_whiteb.mp4,"A blue marker is used to write on the smooth, white surface of a whiteboard, showcasing the interaction between the marker and the whiteboard surface.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/033_A_piece_of_red_crayon_is_used_to_draw_on_the_rough_white_surface_of_a_.mp4,"A piece of red crayon is used to draw on the rough, white surface of a paper, showcasing the interaction between the crayon and the paper surface.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/034_A_yellow_highlighter_is_used_to_mark_on_the_rough_brown_surface_of_a_c.mp4,"A yellow highlighter is used to mark on the rough, brown surface of a cardboard, showcasing the interaction between the highlighter and the cardboard surface.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/035_A_black_pen_is_used_to_write_on_the_smooth_white_surface_of_a_notebook.mp4,"A black pen is used to write on the smooth, white surface of a notebook, showcasing the interaction between the pen and the notebook surface.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/036_A_glistening_dewdrop_is_sliding_gracefully_across_the_textured_surface.mp4,"A glistening dewdrop is sliding gracefully across the textured surface of a lotus leaf, accentuating its shape as it moves",solid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/037_A_glistening_dewdrop_is_sliding_gracefully_across_the_smooth_surface_o.mp4,"A glistening dewdrop is sliding gracefully across the smooth surface of a glass, accentuating its shape as it moves",solid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/038_A_glistening_dewdrop_is_sliding_gracefully_across_the_smooth_surface_o.mp4,"A glistening dewdrop is sliding gracefully across the smooth surface of a waxed apple, accentuating its shape as it moves",solid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/039_A_glistening_dewdrop_is_sliding_gracefully_across_the_smooth_surface_o.mp4,"A glistening dewdrop is sliding gracefully across the smooth surface of a ceramic vase, accentuating its shape as it moves",solid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/040_A_glistening_dewdrop_is_sliding_gracefully_across_the_textured_surface.mp4,"A glistening dewdrop is sliding gracefully across the textured surface of a book, accentuating its shape as it moves",solid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_solid/041_A_ray_of_light_is_shining_diagonally_on_a_wooden_block_in_the_dark_wit.mp4,"A ray of light is shining diagonally on a wooden block in the dark, with the shadow of the wooden block appearing at the bottom.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/042_A_ray_of_light_is_shining_diagonally_on_a_metal_can_in_the_dark_with_t.mp4,"A ray of light is shining diagonally on a metal can in the dark, with the shadow of the metal can appearing at the bottom.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/043_A_ray_of_light_is_shining_diagonally_on_a_glass_bottle_in_the_dark_wit.mp4,"A ray of light is shining diagonally on a glass bottle in the dark, with the shadow of the glass bottle appearing at the bottom.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/044_A_ray_of_light_is_shining_diagonally_on_a_plastic_cup_in_the_dark_with.mp4,"A ray of light is shining diagonally on a plastic cup in the dark, with the shadow of the plastic cup appearing at the bottom.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/045_A_ray_of_light_is_shining_diagonally_on_a_cardboard_box_in_the_dark_wi.mp4,"A ray of light is shining diagonally on a cardboard box in the dark, with the shadow of the cardboard box appearing at the bottom.",solid_solid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/046_A_concentrated_bright_beam_of_light_generated_by_a_laser_pointer_is_pa.mp4,"A concentrated, bright beam of light generated by a laser pointer is passing through a glass of thick whole milk, creating a mesmerizing display as the light interacts with the milk's particles, casting intricate patterns and subtle hues within the fluid. ",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/047_A_concentrated_bright_beam_of_light_generated_by_a_flashlight_is_passi.mp4,"A concentrated, bright beam of light generated by a flashlight is passing through a bowl of murky water, creating a mesmerizing display as the light interacts with the water's particles, casting intricate patterns and subtle hues within the fluid.",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/048_A_focused_bright_beam_of_light_generated_by_a_car_headlight_is_passing.mp4,"A focused, bright beam of light generated by a car headlight is passing through a jar of dusty air, creating a mesmerizing display as the light interacts with the dust particles, casting intricate patterns and subtle hues within the air.",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/049_A_directed_bright_beam_of_light_generated_by_a_phone_flashlight_is_pas.mp4,"A directed, bright beam of light generated by a phone flashlight is passing through a container of stirred muddy water, creating a mesmerizing display as the light interacts with the mud particles, casting intricate patterns and subtle hues within the fluid.",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/050_A_narrow_bright_beam_of_light_generated_by_a_reading_lamp_is_passing_t.mp4,"A narrow, bright beam of light generated by a reading lamp is passing through a bottle of mixed orange juice, creating a mesmerizing display as the light interacts with the juice particles, casting intricate patterns and subtle hues within the liquid.",fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/051_A_ray_of_light_generated_by_headlights_is_passing_through_heavy_fog.mp4,A ray of light generated by headlights is passing through heavy fog,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/052_A_ray_of_light_generated_by_a_flashlight_is_passing_through_a_dusty_ro.mp4,A ray of light generated by a flashlight is passing through a dusty room.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/053_A_ray_of_light_generated_by_a_laser_pointer_is_passing_through_smoke.mp4,A ray of light generated by a laser pointer is passing through smoke.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/054_A_ray_of_light_generated_by_a_flashligh_is_passing_through_thick_mist.mp4,A ray of light generated by a flashligh is passing through thick mist.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/055_A_ray_of_light_generated_by_a_projector_is_passing_through_a_dark_room.mp4,A ray of light generated by a projector is passing through a dark room with fine dust particles.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/056_A_bird_is_flying_over_a_calm_and_clear_lake_surface_with_the_reflectio.mp4,"A bird is flying over a calm and clear lake surface, with the reflection of the bird appearing on the water surface.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/057_A_kite_is_soaring_above_a_smooth_and_tranquil_pond_with_the_reflection.mp4,"A kite is soaring above a smooth and tranquil pond, with the reflection of the kite appearing on the water surface.",solid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/058_A_plane_is_gliding_over_a_still_and_crystal_clear_river_with_the_refle.mp4,"A plane is gliding over a still and crystal-clear river, with the reflection of the plane appearing on the water surface.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/059_A_drone_is_hovering_above_a_quiet_and_glassy_swimming_pool_with_the_re.mp4,"A drone is hovering above a quiet and glassy swimming pool, with the reflection of the drone appearing on the water surface.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/060_A_balloon_is_floating_over_a_serene_and_mirror_like_ocean_with_the_ref.mp4,"A balloon is floating over a serene and mirror-like ocean, with the reflection of the balloon appearing on the water surface.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_solid/061_A_wooden_block_is_moving_closer_to_an_upright_mirror_with_the_reflecti.mp4,"A wooden block is moving closer to an upright mirror, with the reflection in the mirror moving closer synchronously.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/062_A_football_is_rolling_towards_a_vertical_window_with_the_reflection_in.mp4,"A football is rolling towards a vertical window, with the reflection in the window moving closer synchronously.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/063_A_toy_car_is_driving_towards_a_standing_glass_with_the_reflection_in_t.mp4,"A toy car is driving towards a standing glass, with the reflection in the glass moving closer synchronously.",solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/064_A_basketball_is_being_moved_closer_to_a_shiny_metallic_surface_with_th.mp4,"A basketball is being moved closer to a shiny metallic surface, with the reflection on the metallic surface moving closer synchronously.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/065_A_rubber_duck_is_floating_closer_to_a_calm_water_surface_with_the_refl.mp4,"A rubber duck is floating closer to a calm water surface, with the reflection in the water moving closer synchronously.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_solid/066_A_magnifying_glass_is_gradually_moving_closer_to_the_pages_of_an_open_.mp4,"A magnifying glass is gradually moving closer to the pages of an open book, revealing the intricate details and textures of the printed text as it approaches.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/067_A_magnifying_glass_is_gradually_moving_closer_to_the_face_of_a_wristwa.mp4,"A magnifying glass is gradually moving closer to the face of a wristwatch, revealing the intricate details and textures of the clock hands and numbers as it approaches.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/068_A_magnifying_glass_is_gradually_moving_closer_to_a_leaf_revealing_the_.mp4,"A magnifying glass is gradually moving closer to a leaf, revealing the intricate details and textures of the veins and surface patterns as it approaches.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/069_A_magnifying_glass_is_gradually_moving_closer_to_a_coin_revealing_the_.mp4,"A magnifying glass is gradually moving closer to a coin, revealing the intricate details and textures of the embossed design as it approaches.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/070_A_magnifying_glass_is_gradually_moving_closer_to_the_petals_of_a_flowe.mp4,"A magnifying glass is gradually moving closer to the petals of a flower, revealing the intricate details and textures of the flower as it approaches.",solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/071_A_clear_plastic_straw_is_slowly_inserted_into_a_glass_of_crystal_clear.mp4,"A clear plastic straw is slowly inserted into a glass of crystal-clear water, revealing the fascinating visual changes and reflections that occur as the straw interacts with the liquid.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/072_A_silver_spoon_is_slowly_inserted_into_a_glass_of_crystal_clear_water_.mp4,"A silver spoon is slowly inserted into a glass of crystal-clear water, revealing the fascinating visual changes and reflections as the spoon interacts with the liquid.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/073_A_wooden_pencil_is_carefully_dipped_into_a_glass_of_crystal_clear_wate.mp4,"A wooden pencil is carefully dipped into a glass of crystal-clear water, showing the intriguing visual shifts and reflections caused by the interaction between the pencil and the liquid.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/074_A_metal_fork_is_gently_placed_into_a_glass_of_crystal_clear_water_disp.mp4,"A metal fork is gently placed into a glass of crystal-clear water, displaying the interesting visual distortions and reflections as the fork meets the liquid.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/075_A_plastic_ruler_is_slowly_submerged_into_a_glass_of_crystal_clear_wate.mp4,"A plastic ruler is slowly submerged into a glass of crystal-clear water, highlighting the noticeable visual changes and reflections as the ruler interacts with the liquid.",solid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/076_A_large_number_of_soap_bubbles_are_floating_in_the_air_under_the_sunli.mp4,A large number of soap bubbles are floating in the air under the sunlight.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/077_A_group_of_oil_droplets_is_floating_on_the_surface_of_water_in_the_sun.mp4,A group of oil droplets is floating on the surface of water in the sunlight.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_solid/078_Several_glass_marbles_are_placed_on_a_floor_under_the_sunlight.mp4,Several glass marbles are placed on a floor under the sunlight.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/079_A_bunch_of_mist_particles_are_suspended_in_the_air_under_the_sunlight.mp4,A bunch of mist particles are suspended in the air under the sunlight.,solid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_solid/080_A_collection_of_prisms_is_arranged_in_a_pattern_with_sunlight_shining_.mp4,A collection of prisms is arranged in a pattern with sunlight shining through them.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_fluid/081_A_puddle_of_oil_on_the_road_under_the_sunlight.mp4,A puddle of oil on the road under the sunlight.,solid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/082_A_soap_bubble_floating_in_the_air_under_the_sunlight.mp4,A soap bubble floating in the air under the sunlight.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_solid/083_A_film_of_soap_on_a_wand_under_the_sunlight.mp4,A film of soap on a wand under the sunlight.,solid_solid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/084_A_thin_layer_of_gasoline_on_water_under_the_sunlight.mp4,A thin layer of gasoline on water under the sunlight.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_solid/085_A_layer_of_detergent_on_a_wet_surface_under_the_sunlight.mp4,A layer of detergent on a wet surface under the sunlight.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/086_A_beam_of_light_passes_through_a_prism.mp4,A beam of light passes through a prism.,solid_solid,phygenbench,0,1,1
phygenbench_videos/solid_solid/087_A_beam_of_light_passes_through_a_crystal_chandelier.mp4,A beam of light passes through a crystal chandelier.,solid_solid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/088_A_beam_of_light_passes_through_a_droplet_of_water.mp4,A beam of light passes through a droplet of water.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/solid_solid/089_A_beam_of_light_passes_through_a_glass_diamond.mp4,A beam of light passes through a glass diamond.,solid_solid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/090_A_beam_of_light_passes_through_a_soap_bubble.mp4,A beam of light passes through a soap bubble.,fluid_fluid,phygenbench,0,1,1
phygenbench_videos/fluid_fluid/091_A_timelapse_captures_the_transformation_of_a_glass_of_water_as_the_tem.mp4,A timelapse captures the transformation of a glass of water as the temperature significantly drops to very low levels.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/092_A_timelapse_captures_the_transformation_of_a_glass_of_juice_as_the_tem.mp4,A timelapse captures the transformation of a glass of juice as the temperature significantly drops to very low levels.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/093_A_timelapse_captures_the_transformation_of_a_glass_of_milk_as_the_temp.mp4,A timelapse captures the transformation of a glass of milk as the temperature significantly drops to very low levels.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/094_A_timelapse_captures_the_transformation_of_a_glass_of_oil_as_the_tempe.mp4,A timelapse captures the transformation of a glass of oil as the temperature significantly drops to very low levels.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/095_A_timelapse_captures_the_transformation_of_a_glass_of_beer_as_the_temp.mp4,A timelapse captures the transformation of a glass of beer as the temperature significantly drops to very low levels.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_solid/096_A_timelapse_captures_the_gradual_transformation_of_a_piece_of_ice_as_t.mp4,A timelapse captures the gradual transformation of a piece of ice as the temperature rises significantly.,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/097_A_timelapse_captures_the_gradual_transformation_of_a_candle_as_the_tem.mp4,A timelapse captures the gradual transformation of a candle as the temperature rises significantly.,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/098_A_timelapse_captures_the_gradual_transformation_of_butter_as_the_tempe.mp4,A timelapse captures the gradual transformation of butter as the temperature rises significantly.,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/099_A_timelapse_captures_the_gradual_transformation_of_ice_cream_as_the_te.mp4,A timelapse captures the gradual transformation of ice cream as the temperature rises significantly.,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/100_A_timelapse_captures_the_gradual_transformation_of_wax_as_the_temperat.mp4,A timelapse captures the gradual transformation of wax as the temperature rises significantly.,solid_solid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/101_A_timelapse_captures_the_transformation_as_water_vapor_in_a_humid_envi.mp4,A timelapse captures the transformation as water vapor in a humid environment comes into contact with a cool glass surface.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/102_A_timelapse_captures_the_transformation_as_fog_in_a_cold_environment_c.mp4,A timelapse captures the transformation as fog in a cold environment comes into contact with a warm car window.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/103_A_timelapse_captures_the_transformation_as_steam_in_a_kitchen_environm.mp4,A timelapse captures the transformation as steam in a kitchen environment comes into contact with a cool metal pot lid.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/104_A_timelapse_captures_the_transformation_as_mist_in_a_greenhouse_enviro.mp4,A timelapse captures the transformation as mist in a greenhouse environment comes into contact with a cool plastic sheet.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/105_A_timelapse_captures_the_transformation_as_water_vapor_in_a_greenhouse.mp4,A timelapse captures the transformation as water vapor in a greenhouse environment comes into contact with a cool plastic sheet.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/106_A_timelapse_captures_the_transformation_of_water_in_a_pot_as_the_tempe.mp4,A timelapse captures the transformation of water in a pot as the temperature rapidly rises above 100°C.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/107_A_timelapse_captures_the_transformation_of_milk_in_a_kettle_as_the_tem.mp4,A timelapse captures the transformation of milk in a kettle as the temperature rapidly rises above 100°C.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/108_A_timelapse_captures_the_transformation_of_soup_in_a_saucepan_as_the_t.mp4,A timelapse captures the transformation of soup in a saucepan as the temperature rapidly rises above 100°C.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/109_A_timelapse_captures_the_transformation_of_tea_in_a_teapot_as_the_temp.mp4,A timelapse captures the transformation of tea in a teapot as the temperature rapidly rises above 100°C.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/110_A_timelapse_captures_the_transformation_of_oil_in_a_cauldron_as_the_te.mp4,A timelapse captures the transformation of oil in a cauldron as the temperature rapidly rises above 100°C.,fluid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/111_A_timelapse_captures_the_transformation_as_water_vapor_in_a_humid_envi.mp4,A timelapse captures the transformation as water vapor in a humid environment comes into contact with a cold glass surface.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/112_A_timelapse_captures_the_transformation_as_steam_in_a_kitchen_comes_in.mp4,A timelapse captures the transformation as steam in a kitchen comes into contact with a cold window.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/113_A_timelapse_captures_the_transformation_as_mist_in_a_rainforest_comes_.mp4,A timelapse captures the transformation as mist in a rainforest comes into contact with a cold metal surface.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/114_A_timelapse_captures_the_transformation_as_fog_in_a_mountainous_region.mp4,A timelapse captures the transformation as fog in a mountainous region comes into contact with a cold car windshield.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_fluid/115_A_timelapse_captures_the_transformation_as_moisture_in_the_air_of_a_re.mp4,A timelapse captures the transformation as moisture in the air of a refrigerated room comes into contact with a cold plastic bottle.,solid_fluid,phygenbench,1,1,1
phygenbench_videos/solid_solid/116_A_timelapse_captures_the_transformation_of_dry_ice_as_it_is_exposed_to.mp4,A timelapse captures the transformation of dry ice as it is exposed to a gradually increasing temperature at room temperature,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/117_A_timelapse_captures_the_transformation_of_naphthalene_as_it_is_expose.mp4,A timelapse captures the transformation of naphthalene as it is exposed to gradually increasing temperature at room temperature,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/118_A_timelapse_captures_the_transformation_of_iodine_crystals_as_they_are.mp4,A timelapse captures the transformation of iodine crystals as they are exposed to gradually increasing temperature at room temperature,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/119_A_timelapse_captures_the_transformation_of_camphor_as_it_is_exposed_to.mp4,A timelapse captures the transformation of camphor as it is exposed to gradually increasing temperature at room temperature,solid_solid,phygenbench,1,1,1
phygenbench_videos/solid_solid/120_A_timelapse_captures_the_transformation_of_arsenic_trioxide_as_it_is_e.mp4,A timelapse captures the transformation of arsenic trioxide as it is exposed to gradually increasing temperature at room temperature,solid_solid,phygenbench,1,1,1
phygenbench_videos/fluid_fluid/121_Equal_amounts_of_red_and_blue_paint_are_rapidly_combined_with_the_mixt.mp4,"Equal amounts of red and blue paint are rapidly combined, with the mixture being vigorously stirred until fully blended.",fluid_fluid,phygenbench,1,1,1
